AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,State,GDP,2347900
36TFCYNS45NYNHE4EGGO9Y7DDG5HXV,A8L450UGY77XB,3L2OEKSTW9NS8R5SQ53IQGQ30SHY86,2014-10-28T14:57:12Z,2014-10-28T14:57:26Z,2014-10-28T16:02:14Z,Virginia,445090,
3SKRO2GZ724HZ6UJD8YERHJ40HB1K6,A2A2ZQOK7NKE70,3ECKRY5B1Q9L2NRAVDHSHCTJ9IRZI7,2014-10-28T00:37:08Z,2014-10-28T00:37:27Z,2014-10-28T01:42:14Z,Washington,375700,
3DL65MZB8ESY09C7XJCVAIPQKIDECY,A2C7EF24WOLC,3JGHED38ED4O8D09G0BCCGU8P8BY7J,2014-10-28T05:12:36Z,2014-10-28T05:12:53Z,2014-10-28T06:17:14Z,Maine,53235,
3FFJ6VRIL21QMMJDHM920WLH3MZI0U,A8L450UGY77XB,3FJ2RVH25ZJ2LBVV2C21H8K95J629K,2014-10-28T14:58:10Z,2014-10-28T14:58:31Z,2014-10-28T16:02:15Z,Oklahoma,171432,
3JBT3HLQF9FF5TC7YBCEFSPF771ZP3,A2C7EF24WOLC,3FULMHZ7OUARV9TCVZPUF9NRPW8M4Y,2014-10-28T05:19:36Z,2014-10-28T05:19:53Z,2014-10-28T06:22:15Z,Tennessee,280485,
39DD6S19JQOB82NHPXW3LGQBTZLEZH,A3PQ0N92R472YJ,39I4RL8QGJU53VS1429HN4FV8A9H4K,2014-10-27T21:18:06Z,2014-10-27T21:18:13Z,2014-10-27T22:22:16Z,Mississippi,101549,
3I7DHKZYGOD5723ODK9TEU4G41OF5P,A19PATBI3SQNU0,3Q2T3FD0ONL6DDA8VLKB54VLBWCM3D,2014-10-27T20:00:41Z,2014-10-27T20:01:10Z,2014-10-27T21:02:15Z,Oklahoma,173146,
3PXX5PX6LYBC0R3P3EEE3FTHHIRAB4,A8L450UGY77XB,33J5JKFMK6BXYS80NERSMDFQLX93QH,2014-10-28T14:58:31Z,2014-10-28T14:58:48Z,2014-10-28T16:02:15Z,Texas,1463021,
3GLB5JMZFY86PFEC3AXUURSKIYGGDT,A1UOE2L1FXNFET,3TC2K6WK9GF276CLXKWNHCPYLDO28V,2014-10-28T15:01:22Z,2014-10-28T15:01:34Z,2014-10-28T16:02:17Z,Delaware,60650,
37W3JXSD67L5KCZ3EBOQTFO9UA0WY4,A2C7EF24WOLC,31KSVEGZ345U1RPOADRUW00SFC6WRI,2014-10-28T05:21:18Z,2014-10-28T05:21:31Z,2014-10-28T06:22:15Z,Virginia,445090,
3ZOTGHDK5JO0JHESOJ5RUZNMAMMSOP,A19PATBI3SQNU0,36MUZ9VAE6F6JHKS7C2455COT7AEDE,2014-10-27T19:50:19Z,2014-10-27T19:50:52Z,2014-10-27T20:52:15Z,Indiana,326933,
3NVC2EB65RC8TEXF4RDOOIDCWGZY3R,A218W8G3SYFPGI,3H1C3QRA01WWEPEE7G7TLZU687YECE,2014-10-28T02:29:51Z,2014-10-28T02:30:00Z,2014-10-28T03:32:16Z,Kansas,149367,
3WMINLGALCGVAWVVHEA9EZZZZ28CAS,A2A2ZQOK7NKE70,30EV7DWJTV854DM4XQ6K62UCUXRY6K,2014-10-28T00:49:44Z,2014-10-28T00:50:06Z,2014-10-28T01:52:15Z,Montana,40400,
37XITHEISXMN9DHCJPWV9PO9Z6YRCH,A218W8G3SYFPGI,3APP19WN71R5IM143KKEZ2N8P126GV,2014-10-28T02:31:21Z,2014-10-28T02:31:28Z,2014-10-28T03:32:17Z,Hawaii,78977,
3VFJCI1K40C0QPXHLBSEZG9OXYQGRG,A218W8G3SYFPGI,3AC6MFV69KVL6SGQPVZ7H0S495CZHE,2014-10-28T02:32:39Z,2014-10-28T02:32:52Z,2014-10-28T03:37:14Z,Rhode Island,54663,
3DYGAII7PML6R1BGBFT1OZDB23XQPF,A19PATBI3SQNU0,3X55NP42EOTCYG7LN1C3M8PGG1N3PQ,2014-10-27T19:57:59Z,2014-10-27T19:58:36Z,2014-10-27T21:02:15Z,Connecticut,243386,
3IRIK4HM3BXUNUJSR1TXYUXD3KXC6J,A2JVHE1ESSF6IQ,3QMELQS6Y5OW7CAIJVEQY61FRADR6C,2014-10-28T12:32:34Z,2014-10-28T12:53:09Z,2014-10-28T13:57:14Z,California,2125717,
3G5F9DBFOQA6JS99E1F6LDASX5YHVT,A31URGVCELAPBD,3OZ4VAIBEXS0OE66CYDP87VNYM9VJE,2014-10-28T15:24:08Z,2014-10-28T15:24:35Z,2014-10-28T16:27:15Z,Tennessee,303997,
33LK57MYLUICILSZQSG8AXUQURKZSV,A31URGVCELAPBD,3YLPJ8OXX8Q2PLSG96R3QQ3PW0T4X1,2014-10-28T15:22:15Z,2014-10-28T15:22:38Z,2014-10-28T16:27:14Z,Washington,412906,
3RSDURM96BZB3CDCTBUK79H9N5HEYQ,A3PQ0N92R472YJ,3R868ACW4SP76WLF5PHPW0G3U5ZZGF,2014-10-27T21:17:51Z,2014-10-27T21:17:57Z,2014-10-27T22:22:15Z,Michigan,416769,
3U088ZLJVL68NH3I63DH1NUPIWDW0T,A2A2ZQOK7NKE70,3KQC8JMJGC5KLZ9X4O4YDZNPUADH3Z,2014-10-28T00:39:38Z,2014-10-28T00:39:59Z,2014-10-28T01:42:15Z,Wisconsin,261500,
33IZTU6J82ENDQSKPASNDCEFMQ1XS9,A2A2ZQOK7NKE70,3ACRLU860NRD4KM8TGBYAFOOQMYEB7,2014-10-28T00:35:29Z,2014-10-28T00:35:47Z,2014-10-28T01:37:16Z,New Jersey,508000,
3ZPBJO59KQEKPB9NNGFCFR4LXYTHDT,A8L450UGY77XB,38VTL6WC4AQ9L9MQS7WFEWGCY2GY54,2014-10-28T14:50:17Z,2014-10-28T14:50:34Z,2014-10-28T15:52:15Z,Illinois,704138,
3TXMY6UCAF1NXC2C6A7V4ZE43LCCQJ,A31URGVCELAPBD,3UXQ63NLAAZRAQW0A2Y2NAE8ZJZBLR,2014-10-28T14:26:20Z,2014-10-28T14:27:21Z,2014-10-28T15:32:14Z,New York,1157969,
3N4BPTXIO95X83LHFW8Y2JO1BEBKUR,A19PATBI3SQNU0,36D1BWBEHNEHSVEPRL66MUQT5ICM22,2014-10-28T02:13:27Z,2014-10-28T02:13:58Z,2014-10-28T03:17:15Z,North Dakota,55262,
3NLZY2D53Q2G0GWIJN0U7I4RXTAQLV,A218W8G3SYFPGI,3A520CCNWND8LAHGN2B2F44I84DEAC,2014-10-28T02:22:02Z,2014-10-28T02:22:13Z,2014-10-28T03:22:15Z,Florida,843091,
39GAF6DQWSDVFHOVCCCLTQULGG21VE,A31URGVCELAPBD,341H3G5YF0RAVSAURNSMB8TNNOA0ZD,2014-10-28T15:21:57Z,2014-10-28T15:22:15Z,2014-10-28T16:27:14Z,Michigan,437247,
3I3WADAZ9RHZDFGHCNSJ1ODUW2IO5N,A3PQ0N92R472YJ,3OLZC0DJ8JS4T3M0UGSPW6GNL7KVI2,2014-10-27T21:17:35Z,2014-10-27T21:17:40Z,2014-10-27T22:22:15Z,Maryland,336481,
3300DTYQT3U2UAMQ21DQUNE7OXEEQ3,A2C7EF24WOLC,35ZRNT9RUIBUDGVK81ZOX8KQ6WR3O9,2014-10-28T05:19:05Z,2014-10-28T05:19:20Z,2014-10-28T06:22:15Z,South Carolina,177985,
3UWN2HHPUZII1WEGN45EFANHKDANS0,A10443E11ZWEHJ,3KTCJ4SCVGEA3AWT8H6SHBGODCYM1L,2014-10-28T14:08:49Z,2014-10-28T14:09:20Z,2014-10-28T15:12:14Z,Florida,777100,
33OOO72IVIY0PSU4NE1Q94PRNS1CTN,A2C7EF24WOLC,3G3AJKPCXL5RPQIQE2D594AYY6LY4Z,2014-10-28T05:12:12Z,2014-10-28T05:12:35Z,2014-10-28T06:17:14Z,Louisiana,251369,
3LEP4MGT3HDAYY61NO5GTG1N2K4DBN,A1JP58Y4XAT7EU,3VP28W7DUNX1SWPKU5B7EFGRTQZZFG,2014-10-28T00:37:49Z,2014-10-28T00:38:47Z,2014-10-28T01:42:15Z,Kansas,149367,
36W0OB37HXRNSCEJFY496JNOLGYZH5,A2JVHE1ESSF6IQ,3RBI0I35XEG67UZMEO8MZZISK6PY3E,2014-10-28T12:32:30Z,2014-10-28T12:51:56Z,2014-10-28T13:52:14Z,Arizona,271503,
3G5W44VEU8VE3LKMVRJHY4NA27DKGA,A8L450UGY77XB,3EHVO81VN5YOBWVIHKQFP68SWQZH17,2014-10-28T14:57:56Z,2014-10-28T14:58:09Z,2014-10-28T16:02:15Z,New Mexico,89188,
3P4RDNWND6JXOSKZ3UJ8I10D2ULJIG,A2A2ZQOK7NKE70,3Y3CZJSZ9K60O8A4EC4L60NFVF2R5W,2014-10-28T00:51:56Z,2014-10-28T00:52:20Z,2014-10-28T01:57:14Z,New York,1205000,
308XBLVESJH4Z8P65P00Y5IRHMCBRA,A2JVHE1ESSF6IQ,3NKW03WTLMKUPQAOXY2URAQNJQ4WQH,2014-10-28T12:54:28Z,2014-10-28T13:05:23Z,2014-10-28T14:07:15Z,Utah,134483,
354P56DE9LGTYBMT7XOPJD1RKXQ7SS,A218W8G3SYFPGI,3KLL7H3EGDE4X8BGOYA4WUF8LU5VH9,2014-10-28T02:22:13Z,2014-10-28T02:22:26Z,2014-10-28T03:27:15Z,Illinois,751094,
3GNCZX450J0E4L4ZMJWFYZY6YLLPAH,A1JP58Y4XAT7EU,3RQVKZ7ZRKWY7S72NF4H3CT3ATI278,2014-10-28T00:30:04Z,2014-10-28T00:32:09Z,2014-10-28T01:32:17Z,Connecticut,243386,
3JMSRU9HQJ7UZII7O0700ADF5OGEVI,A35OKJOXZ8KUCO,3S1WOPCJFG6JM3KKH8OF8371YR7JEX,2014-10-27T21:52:13Z,2014-10-27T21:53:33Z,2014-10-27T22:57:15Z,New York,1205000,
39OWYR0EPL439QD8OMEQPR29Z7NFY2,A31URGVCELAPBD,335VBRURDJDUGR7BVWX2J9TY2MVE9X,2014-10-28T15:31:48Z,2014-10-28T15:32:07Z,2014-10-28T16:32:15Z,Hawaii,78977,
3EO896NRAX8NX60AX6ICW82MDCLJTJ,A8L450UGY77XB,3UDTAB6HH6CVP1SHNPYNYKRU8LL906,2014-10-28T14:47:06Z,2014-10-28T14:47:28Z,2014-10-28T15:52:14Z,New Hampshire,66111,
3RJSC4XJ117EAYOYA2Q8BNHCY0I50W,A2C7EF24WOLC,33NOQL7T9OCSDHFXMR514NZ56MM8Z8,2014-10-28T05:19:54Z,2014-10-28T05:20:13Z,2014-10-28T06:22:15Z,Texas,1463021,
3TVSS0C0E2D93Q09451RLYWUF7DTW5,A218W8G3SYFPGI,32FESTC2NH3D3LB0XGMYPHG9UVSUCB,2014-10-28T02:30:11Z,2014-10-28T02:30:18Z,2014-10-28T03:32:16Z,Utah,142329,
3X1FV8S5JY4SJWEYUVXO0DYRI5KVG7,A1UOE2L1FXNFET,3P0I4CQYVYKR4EX8ILAQ25VN4PMWO9,2014-10-28T15:01:09Z,2014-10-28T15:01:21Z,2014-10-28T16:02:16Z,Connecticut,242930,
3TXMY6UCAF1NXC2C6A7V4ZE43L9QCU,A2JVHE1ESSF6IQ,3B9XR6P1WE8LF0807HMP7V1GVUUBJP,2014-10-28T12:37:12Z,2014-10-28T13:02:50Z,2014-10-28T14:07:14Z,North Carolina,452358,
3EO896NRAX8NX60AX6ICW82MDCKTJS,A8L450UGY77XB,307L9TDWJY5CVVV87MZBIJKLGMM3NU,2014-10-28T14:49:16Z,2014-10-28T14:49:53Z,2014-10-28T15:52:15Z,New York,1280737,
3EICBYG64596BPYZBKNM7Y2IPPRJC4,A19PATBI3SQNU0,3K8CQCU3KEE9MTXWH6ADNGVIEFHWNU,2014-10-27T19:50:53Z,2014-10-27T19:53:13Z,2014-10-27T20:57:15Z,Colorado,295308,
3GU1KF0O4JEJNV9RSXWBTAICG4FPBN,A2C7EF24WOLC,3S37Y8CWI8DN0LNQZ1VHO7PINYN4W8,2014-10-28T05:14:28Z,2014-10-28T05:14:47Z,2014-10-28T06:17:15Z,Mississippi,101549,
34MAJL3QP50SV7JVFKPH8T951FZ43B,A2A2ZQOK7NKE70,31HLTCK4BL8QXCG54SSMBU376USVGA,2014-10-28T00:46:01Z,2014-10-28T00:46:27Z,2014-10-28T01:47:15Z,West Virginia,69300,
3A9AA95ATXZHYFSIRN5YQOIK67FP56,A3PQ0N92R472YJ,37J05LC5AXWEUX6KLDDV2LPGYF6JD4,2014-10-27T21:16:27Z,2014-10-27T21:16:32Z,2014-10-27T22:17:16Z,Hawaii,72512,
3QUO65DNQV1GYU6WDO0R905AVK1OUX,A8L450UGY77XB,3FVBZG9CLJRO47A0L1MFB1PIRYTH04,2014-10-28T14:54:15Z,2014-10-28T14:54:31Z,2014-10-28T15:57:15Z,Alabama,189542,
3I7DHKZYGOD5723ODK9TEU4G41R5FI,A3PQ0N92R472YJ,3BVS8WK9Q08PKPOUPZ1PVUMGIF5BID,2014-10-27T21:15:34Z,2014-10-27T21:15:46Z,2014-10-27T22:17:15Z,Colorado,278551,
3P4MQ7TPPYPHJ18H9SEAYQDNZZSBBE,A2A2ZQOK7NKE70,3HYV4299H09U2MO1Q4ROJDYNIGDE88,2014-10-28T00:50:07Z,2014-10-28T00:50:31Z,2014-10-28T01:52:15Z,Wyoming,38400,
36V4Q8R5ZLD06YE3JZ197VJGXZDMQ8,A2JVHE1ESSF6IQ,37MQ8Z1JQE9HMC33AOUHGPD0ESPY23,2014-10-28T12:30:17Z,2014-10-28T12:34:37Z,2014-10-28T13:37:14Z,Rhode Island,51566,
3KRVW3HTZOYCJETGB3QE2VYHFNYMSX,A2JVHE1ESSF6IQ,3MGHRFQY2L2AQ20PV1Q3X1KLHU60YM,2014-10-28T12:30:28Z,2014-10-28T12:34:54Z,2014-10-28T13:37:15Z,Vermont,28422,
3RWE2M8QWINI0NU4E2MU54HYPK90N6,A1JP58Y4XAT7EU,3VQTAXTYN3YUTGJUJGQ3EXARCASUB4,2014-10-28T00:38:48Z,2014-10-28T00:39:13Z,2014-10-28T01:42:15Z,Nevada,143503,
