AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.name,pub,sigmod,vldb,year,pub/year,vldb/year,sigmod/year
36W0OB37HXRNSCEJFY496JNOTBOZHT,AV3CA0IYNRCCJ,3IKMEYR0LW8M27EM69TQ7HYPLDIK21,Fri May 01 09:16:24 PDT 2015,Fri May 01 09:23:26 PDT 2015,2015-05-01 17:27:37 UTC,Daniel Haas,3,0,0,3,1,0,0
3N2BF7Y2VR7NT5F009EFYHRFE7QMHJ,ASKDA7P5TIOVT,3XEDXEGFX31F6XB8RMPCOT5AOFYK0H,Thu Apr 30 23:34:05 PDT 2015,Thu Apr 30 23:34:46 PDT 2015,2015-05-01 07:37:36 UTC,Christopher Aberger,0,0,0,1,0,0,0
3GLB5JMZFY86PFEC3AXUURSKQTFDGN,ASKDA7P5TIOVT,382GHPVPHS4Q9NL2PHKFJAELU5T346,Thu Apr 30 20:23:10 PDT 2015,Thu Apr 30 20:23:50 PDT 2015,2015-05-01 04:27:36 UTC,Letao Qi,1,0,0,2,0.5,0,0
3NPI0JQDAPIJJH38SJNWT4OYU6GTPG,AV3CA0IYNRCCJ,3K1H3NEY7LC43VGJD7SS58X0BNRGD4,Thu Apr 30 18:28:32 PDT 2015,Thu Apr 30 18:47:04 PDT 2015,2015-05-01 02:47:37 UTC,Yeounoh Chung,4,0,0,1,4,0,0
3QRYMNZ7FZUJGWRVC4A4PFJ3TPANT4,AYALPYEQ512PP,308KJXFUJRJAATZDDX0XEQ4JGE2AT5,Thu Apr 30 01:19:49 PDT 2015,Thu Apr 30 01:27:28 PDT 2015,2015-04-30 09:27:37 UTC,Alexander Shkapsky,1,0,1,2,0.5,0.5,0
3DHE4R9OCXOJM5GW6LDDY81GT3TG2M,AYALPYEQ512PP,30UZJB2POHP856P23M3PO2KZU1O35B,Fri May 01 17:03:52 PDT 2015,Fri May 01 17:06:43 PDT 2015,2015-05-02 01:07:38 UTC,Mohammad Reza Khani,9,0,0,5,1.8,0,0
3U4J9857OFOUHP5RWB2UTORRO627BR,AYALPYEQ512PP,3A9LA2FRWSRW1XGBODBMKFCT65FXHL,Sat May 02 04:20:51 PDT 2015,Sat May 02 04:27:07 PDT 2015,2015-05-02 12:27:37 UTC,Mahfuza Sharmin,6,0,0,2,3,0,0
3HQUKB7LNGR11REP9CY26CJJXNJHH1,AYALPYEQ512PP,389A2A304OVXNZZKZ98E0AS2J6Q0CL,Sat May 02 14:07:43 PDT 2015,Sat May 02 14:15:04 PDT 2015,2015-05-02 22:17:38 UTC,Dolan Antenucci,5,0,1,2,2.5,0.5,0
3MB8LZR5BG6UPDYN6IGXBWSI6KDLKV,AYALPYEQ512PP,3ICOHX7ENCOCKXJYV0E9QYS54I30EE,Sat May 02 00:48:08 PDT 2015,Sat May 02 00:53:18 PDT 2015,2015-05-02 08:57:36 UTC,Jay Pujara,14,0,0,5,2.8,0,0
3OB0CAO74I2NNM4EJC2QSCEMMFKYHW,ASKDA7P5TIOVT,3GKAWYFRAP6AG89IGQIFZHBSCEEDP5,Thu Apr 30 03:24:47 PDT 2015,Thu Apr 30 03:28:27 PDT 2015,2015-04-30 11:32:36 UTC,Vagelis Papalexakis,39,1,0,4,9.75,0.25,0.25
3TYCR1GOTDWPE8X96JJ7YBGVAUBLZ4,AYALPYEQ512PP,3S8A4GJRD3GO0JRZSFJ0Z3QIHGRV6F,Sat May 02 15:13:03 PDT 2015,Sat May 02 15:32:52 PDT 2015,2015-05-02 23:37:38 UTC,Lukas Maas,1,1,0,1,1,1,1
3K772S5NP9OPHHNNJBQWL9M6554HEU,AYALPYEQ512PP,38XPGNCKHTDALWNL9RQL2564LPLV4U,Fri May 01 04:11:29 PDT 2015,Fri May 01 04:17:36 PDT 2015,2015-05-01 12:22:37 UTC,Tiffany Chao,1,0,0,2,0.5,0,0
386PBUZZXGAZETS5OXGLAHS5RUYJLD,ASKDA7P5TIOVT,3W0XM68YZP8FDMWQN5TC2YOKT74K1K,Thu Apr 30 20:41:21 PDT 2015,Thu Apr 30 20:42:26 PDT 2015,2015-05-01 04:42:36 UTC,Hoda Eldardiry,6,0,0,4,1.5,0,0
35GMH2SV3FUZ9Y9ANOLM5IJ7HSLEOK,AYALPYEQ512PP,341YLJU21ICVWCOY668EU1JCT9TI2O,Sat May 02 00:03:08 PDT 2015,Sat May 02 00:17:09 PDT 2015,2015-05-02 08:17:37 UTC,Noseong Park,10,0,0,5,2,0,0
3R08VXYT7D8M5S32R2YQG24CY7JW7V,AYALPYEQ512PP,3VJ4PFXFJ3KPA6E2D2Q7JMQLZS9AUW,Sat May 02 04:27:13 PDT 2015,Sat May 02 04:33:54 PDT 2015,2015-05-02 12:37:37 UTC,Vikas Shivashankar,10,0,0,6,1.666666667,0,0
35USIKEBNSTDEYGJGR2BE5RPAKUN6V,AYALPYEQ512PP,3EN4YVUOUC5SS3B1CDE7WSS8JXJXJQ,Sat May 02 02:46:41 PDT 2015,Sat May 02 02:50:06 PDT 2015,2015-05-02 10:52:36 UTC,Brianna Ren,3,0,0,2,1.5,0,0
3UXUOQ9OKFAPYF0ZQX2YYD7L6N97AM,AYALPYEQ512PP,3MYASTQBG7OVGKAXG3X4ZM12HA0DQW,Fri May 01 03:23:09 PDT 2015,Fri May 01 03:31:00 PDT 2015,2015-05-01 11:32:37 UTC,Souvik Bhattacherjee,13,0,0,2,6.5,0,0
3M0NZ3JDP2BBCJUOEW30HMKYN0YZ58,ASKDA7P5TIOVT,3VDI8GSXAF6SM0KSWZHCJGJZ0WU8GQ,Thu Apr 30 03:35:38 PDT 2015,Thu Apr 30 03:37:40 PDT 2015,2015-04-30 11:42:38 UTC,Jay-Yoon Lee,5,0,0,3,1.666666667,0,0
3WR9XG3T64OAWQKIHWS7LALLD9574U,A8L450UGY77XB,3Q9SPIIRWJZ22A3782581ABIK8KAWV,Tue Apr 28 12:48:59 PDT 2015,Tue Apr 28 12:54:58 PDT 2015,2015-04-28 20:57:36 UTC,Ali Alkhatib,2,0,0,2,1,0,0
37TD41K0AIMZASHPYEW0ZZT5T5DSC4,AYALPYEQ512PP,3BAWBGQGYLC74J54BPOS5HQECRBV7E,Sat May 02 02:40:54 PDT 2015,Sat May 02 02:46:34 PDT 2015,2015-05-02 10:47:36 UTC,Theodoros Rekatsinas,11,3,1,5,2.2,0.8,0.6
39GHHAVOMG43GLLKI5H4O0QU45PJ4Z,A8L450UGY77XB,3OQQD2WO8IJKHUKHA6MJDBO4ZNTI3Z,Wed Apr 29 13:11:54 PDT 2015,Wed Apr 29 13:22:14 PDT 2015,2015-04-29 21:22:38 UTC,Maaz Bin Safeer Ahmad,1,0,0,1,1,0,0
3YW4XOSQKRYV22ZV7M2GX4S2A5A1U6,AYALPYEQ512PP,3WRAAIUSBJCHRA8XI71U3TPPTAQAXO,Sat May 02 05:38:12 PDT 2015,Sat May 02 05:49:18 PDT 2015,2015-05-02 13:52:39 UTC,Ching Lik Teo,14,0,0,6,2.333333333,0,0
3X0H8UUIT218OQNUF5W1BT08LJESWS,A8L450UGY77XB,3HYV4299H09U2MO1Q4ROJDYNNGF8E9,Thu Apr 30 08:40:46 PDT 2015,Thu Apr 30 08:45:09 PDT 2015,2015-04-30 16:47:38 UTC,Fei Li,9,3,2,4,2.25,1.25,0.75
336YQZE83WRBDCV5Z7D69KOP9YD5MZ,A8L450UGY77XB,31KPKEKW4AQEDU7EL9CJPQMK1LQB0P,Fri May 01 07:57:59 PDT 2015,Fri May 01 08:03:44 PDT 2015,2015-05-01 16:07:39 UTC,Jiewen Huang,13,3,1,4,3.25,1,0.75
3TU5ZICBREELL9CZPYRQ2DILLPFQ8D,AV3CA0IYNRCCJ,3B9J25CZ25QXO8JW8BRYAGYLEY8SCZ,Fri May 01 10:11:30 PDT 2015,Fri May 01 10:14:11 PDT 2015,2015-05-01 18:17:39 UTC,Liwen Sun,7,1,2,5,1.4,0.6,0.2
3WI0P0II625XE5NQJLR6TV6RS3ARDJ,AYALPYEQ512PP,3FVBZG9CLJRO47A0L1MFB1PIWYV0HU,Sat May 02 05:59:40 PDT 2015,Sat May 02 06:04:17 PDT 2015,2015-05-02 14:07:39 UTC,Khoa Trinh,7,0,0,2,3.5,0,0
3DBQWDE4Y7BHVUG5B8S6MZDPDLB5NG,A8L450UGY77XB,32204AGAABPLFBLLZ3BIWTCY3FKGHD,Wed Apr 29 08:01:50 PDT 2015,Wed Apr 29 08:04:10 PDT 2015,2015-04-29 16:07:37 UTC,Shivaram Venkataraman,27,1,1,4,6.75,0.5,0.25
3OHYZ19UGDIWJLSY7JJ09ZTGWB6OAE,A8L450UGY77XB,3NFWQRSHVER11FUF4DNIT80LN07GFF,Thu Apr 30 08:12:22 PDT 2015,Thu Apr 30 08:19:09 PDT 2015,2015-04-30 16:22:37 UTC,Michael Anderson,7,0,1,3,2.333333333,0.333333333,0
3RANCT1ZVGUWF0HN9JV53G5BWHQBUO,AYALPYEQ512PP,362E9TQF2H3LB6W55LT3W5DD3SZGI6,Fri May 01 19:22:28 PDT 2015,Fri May 01 19:28:39 PDT 2015,2015-05-02 03:32:37 UTC,Teng Long,5,0,0,6,0.833333333,0,0
3CCZ6YKWR8WW6SCBAY914YI58X595Y,AYALPYEQ512PP,3XUSYT70ITE7SR5YZ53PKGAK4620DL,Thu Apr 30 00:29:38 PDT 2015,Thu Apr 30 00:47:14 PDT 2015,2015-04-30 08:47:36 UTC,Rocky Dunlap,7,0,0,7,1,0,0
3OHYZ19UGDIWJLSY7JJ09ZTGWD9OAL,AYALPYEQ512PP,3SD15I2WD274OAPG85DUG8YZQWZ36R,Fri May 01 15:46:48 PDT 2015,Fri May 01 15:47:53 PDT 2015,2015-05-01 23:52:37 UTC,He He,8,0,0,3,2.666666667,0,0
39OWYR0EPL439QD8OMEQPR2972MYFI,ASKDA7P5TIOVT,3JY0Q5X05JJ7FFQAFXT0BT0XOF7GGE,Thu Apr 30 21:52:05 PDT 2015,Thu Apr 30 21:53:07 PDT 2015,2015-05-01 05:57:37 UTC,Steven Wenchao Zhou,8,2,0,5,1.6,0.4,0.4
3018Q3ZVOJ3ZGYKEZB043UYL6WFRAA,AYALPYEQ512PP,3IHWR4LC7DQ6IRQNMNHF4SWFF9M8II,Wed Apr 29 13:12:53 PDT 2015,Wed Apr 29 13:14:20 PDT 2015,2015-04-29 21:17:37 UTC,Bailu Ding,1,0,0,1,1,0,0
3B3WTRP3DCF47VTOSF736RFTPQE924,AYALPYEQ512PP,3ZLW647WAL8G696FL31RQVHNARX32A,Sat May 02 05:13:49 PDT 2015,Sat May 02 05:19:50 PDT 2015,2015-05-02 13:22:36 UTC,Jeffrey Stuckman,8,0,0,6,1.333333333,0,0
3I7DHKZYGOD5723ODK9TEU4GBU15FL,AYALPYEQ512PP,3DIIW4IV8P85ZQ3LAKR2NGGADNPI4K,Wed Apr 29 12:11:07 PDT 2015,Wed Apr 29 12:14:47 PDT 2015,2015-04-29 20:17:36 UTC,Mangesh Bendre,1,0,0,2,0.5,0,0
3RANCT1ZVGUWF0HN9JV53G5BVDGBU5,AYALPYEQ512PP,3JAOYN9IHLF5RR2YP3FW95MFG5X33L,Wed Apr 29 03:19:55 PDT 2015,Wed Apr 29 03:27:55 PDT 2015,2015-04-29 11:32:38 UTC,Evan Sparks,8,1,0,3,2.666666667,0.333333333,0.333333333
3IO1LGZLKAASBRTFAPDSW81ULNQ86J,A8L450UGY77XB,3JVP4ZJHDP5O02LKRJ40BDQXWBA0IN,Thu Apr 30 13:40:30 PDT 2015,Thu Apr 30 13:41:52 PDT 2015,2015-04-30 21:42:38 UTC,Erfan Zamanian,4,1,0,1,4,1,1
3X73LLYYQ2RTBN00CATFBWGFJXDNHX,A8L450UGY77XB,30Y6N4AHYP9VSLPXTIM44CB7DW2DRX,Fri May 01 07:35:17 PDT 2015,Fri May 01 07:38:41 PDT 2015,2015-05-01 15:42:37 UTC,Shangyu Luo,1,1,0,3,0.333333333,0.333333333,0.333333333
3HVVDCPGTF5DSVV9J6JF6VHAX9RYTI,AV3CA0IYNRCCJ,3JTPR5MTZSPE14X9OSVO5O115N9K52,Wed Apr 29 18:09:49 PDT 2015,Wed Apr 29 18:18:16 PDT 2015,2015-04-30 02:22:36 UTC,Wenlei Xie,6,0,1,5,1.2,0.2,0
3WAKVUDHUXT9DOEXW2JPYEJFDPT7UO,ASKDA7P5TIOVT,31ANT7FQN8FNZEW1I7SRSWL9D665HK,Thu Apr 30 09:50:00 PDT 2015,Thu Apr 30 09:50:56 PDT 2015,2015-04-30 17:52:37 UTC,Shirley Zhe Chen,6,0,1,2,3,0.5,0
38F71OA9GU93F9OU5JQFVWF2YU5FMA,AYALPYEQ512PP,3J9UN9O9J35KVD5Q91P0NE5X9QZ0JZ,Sat May 02 13:35:49 PDT 2015,Sat May 02 13:37:55 PDT 2015,2015-05-02 21:42:39 UTC,Weiwei Yang,0,0,0,1,0,0,0
3R3YRB5GRGGRWQCV35V985L5EZ6AUT,AYALPYEQ512PP,3IH9TRB0FBCO7R62N280PI9713FI17,Fri May 01 19:40:39 PDT 2015,Fri May 01 19:48:02 PDT 2015,2015-05-02 03:52:36 UTC,Alex J.  Malozemoff,6,0,0,4,1.5,0,0
3MHW492WW1QSB6AK5YVJDIIOMLWMV2,A8L450UGY77XB,3E9ZFLPWOY5WXSRVUVT7KRD86IUXIE,Thu Apr 30 09:32:54 PDT 2015,Thu Apr 30 09:36:23 PDT 2015,2015-04-30 17:37:37 UTC,Fotis Psallidas,4,1,0,2,2,0.5,0.5
37C0GNLMHGG4SMP6RXO8I0FVWGW6D0,AYALPYEQ512PP,35A1YQPVFETNV97LOPACS8MODJKI5P,Sat May 02 06:04:25 PDT 2015,Sat May 02 06:11:19 PDT 2015,2015-05-02 14:12:37 UTC,Xiao Wang,7,0,0,2,3.5,0,0
3E337GFOLALFBR5PS4BXQW4E4ZENGG,AYALPYEQ512PP,30P8I9JKOIYSHFRLNW9V7XCILLGV5Z,Sat May 02 13:07:39 PDT 2015,Sat May 02 13:16:13 PDT 2015,2015-05-02 21:17:36 UTC,Ke Wu,3,0,0,3,1,0,0
3Z7VU45IPZUCO1T5D91OEW7HBI51Z0,A8L450UGY77XB,3XEDXEGFX31F6XB8RMPCOT5AOFZ0KY,Tue Apr 28 11:48:07 PDT 2015,Tue Apr 28 11:59:39 PDT 2015,2015-04-28 20:02:46 UTC,Hyun Ah Song,8,0,0,2,4,0,0
3Z2R0DQ0JIRL2RK50QNPY5G4FK02E6,A8L450UGY77XB,3087LXLJ6MT4QBJUQBYF8GD5GJI0FW,Wed Apr 29 14:16:46 PDT 2015,Wed Apr 29 14:21:22 PDT 2015,2015-04-29 22:22:37 UTC,Jiaqi Gu,1,1,0,2,0.5,0.5,0.5
3VSOLARPKCMTSDP7WFL8P1KLV35934,AYALPYEQ512PP,3XBXDSS888WYNTZ1FYQKC750NMOXLS,Fri May 01 03:05:59 PDT 2015,Fri May 01 03:12:27 PDT 2015,2015-05-01 11:12:37 UTC,Ioana O. Bercea,2,0,0,2,1,0,0
3U5JL4WY5LM4B5Q9Z9W5F9Y9F3P4XT,A8L450UGY77XB,329E6HTMSWFBNPA5A97VQR3HRRIK3C,Wed Apr 29 07:30:04 PDT 2015,Wed Apr 29 07:33:00 PDT 2015,2015-04-29 15:37:39 UTC,Sanjay Krishnan,39,2,1,2,19.5,1.5,1
3HSYG7LRBKBJ57G5LI4WWWF3HIWKKB,A8L450UGY77XB,3JTPR5MTZSPE14X9OSVO5O115NA5KO,Thu Apr 30 10:15:00 PDT 2015,Thu Apr 30 10:18:13 PDT 2015,2015-04-30 18:22:37 UTC,Konstantinos Zampogiannis,1,0,0,4,0.25,0,0
3X87C8JFV7O34TR83WXVJ4IMXK0QST,AYALPYEQ512PP,30U1YOGZGA97T0PA87M9UMG3ZYLDSL,Fri May 01 16:38:24 PDT 2015,Fri May 01 16:43:56 PDT 2015,2015-05-02 00:47:38 UTC,Moshe Katz,2,0,0,3,0.666666667,0,0
3EO896NRAX8NX60AX6ICW82ML8IJTG,AYALPYEQ512PP,306996CF6WXEKJSWHSGJ3V5U6DWB1S,Fri May 01 14:22:52 PDT 2015,Fri May 01 14:27:00 PDT 2015,2015-05-01 22:27:37 UTC,Allan Fong,3,0,0,3,1,0,0
3PPTZCWALRX055DMYOR3FXFPKYSZQX,ASKDA7P5TIOVT,3WUVMVA7OBG6W58CJPPF0E501AOAZL,Thu Apr 30 19:10:30 PDT 2015,Thu Apr 30 19:11:25 PDT 2015,2015-05-01 03:12:37 UTC,Kamil Bajda-Pawlikowski,3,2,2,5,0.6,0.8,0.4
3OS46CRSLGCQM3PSIIO2OML2WLMV66,AYALPYEQ512PP,3IVKZBIBJ0MO5GUCU35ZL7V1RQDSH8,Thu Apr 30 12:10:13 PDT 2015,Thu Apr 30 12:48:48 PDT 2015,2015-04-30 20:52:38 UTC,Ejaz Ahmed,3,0,0,1,3,0,0
35USIKEBNSTDEYGJGR2BE5RP9GKN6C,A8L450UGY77XB,3WPCIUYH1AL8802PX7RZ4RCP1HZDTA,Wed Apr 29 07:44:48 PDT 2015,Wed Apr 29 07:50:30 PDT 2015,2015-04-29 15:52:38 UTC,Gene Pang,2,1,0,4,0.5,0.25,0.25
3HVVDCPGTF5DSVV9J6JF6VHAYATYTN,ASKDA7P5TIOVT,3MVY4USGB60O1B5W0LNKLJWGR3SSI1,Thu Apr 30 09:19:20 PDT 2015,Thu Apr 30 09:20:13 PDT 2015,2015-04-30 17:22:38 UTC,Alexander Shkapsky,1,0,1,2,0.5,0.5,0
3KV0LJBBH3Y0IZT3WEQ9CLTL1G0RMX,A8L450UGY77XB,3WRBLBQ2GRLA4BFP1V4XQ1DHHYI0GV,Fri May 01 07:31:52 PDT 2015,Fri May 01 07:34:47 PDT 2015,2015-05-01 15:37:37 UTC,Arkabandhu Chowdhury,8,0,0,2,4,0,0
3JBT3HLQF9FF5TC7YBCEFSPFF1AZP8,A8L450UGY77XB,37M4O367VJV9RSXC9484K1T5US55MT,Thu Apr 30 08:48:41 PDT 2015,Thu Apr 30 08:54:22 PDT 2015,2015-04-30 16:57:37 UTC,Yongjoo Park,2,0,0,3,0.666666667,0,0
3Z2R0DQ0JIRL2RK50QNPY5G4GMBE2Y,ASKDA7P5TIOVT,3EHIMLB7F7C6MWF3G5ZU4GV0FW78HP,Thu Apr 30 20:30:14 PDT 2015,Thu Apr 30 20:35:20 PDT 2015,2015-05-01 04:37:36 UTC,Balamurugan Anandan,3,0,0,4,0.75,0,0
39GAF6DQWSDVFHOVCCCLTQULOAY1V6,A8L450UGY77XB,3R16PJFTS34W5LT9ANCE0WVN5REK4X,Thu Apr 30 08:19:21 PDT 2015,Thu Apr 30 08:23:50 PDT 2015,2015-04-30 16:27:38 UTC,Dolan Antenucci,5,0,1,2,2.5,0.5,0
31IBVUNM9TCM5WI3JBR6ISYFPMXFV5,AYALPYEQ512PP,338GLSUI43O4RK36ZDHZIMJOBB0SFA,Fri May 01 22:48:47 PDT 2015,Fri May 01 22:57:45 PDT 2015,2015-05-02 07:02:36 UTC,Viet-An Nguyen,17,0,0,5,3.4,0,0
3X0H8UUIT218OQNUF5W1BT08LKAWSU,ASKDA7P5TIOVT,36GJS3V78V3H6HGBN3E386SDG7OGJI,Thu Apr 30 19:16:13 PDT 2015,Thu Apr 30 19:18:46 PDT 2015,2015-05-01 03:22:37 UTC,Hieu Trung Nguyen,4,0,0,5,0.8,0,0
3J88R45B2HBQ0YCSXTOTI79474BPX6,AYALPYEQ512PP,3ZRKL6Z1E8GA5KZ1AXNH07J0CQ0SG9,Sat May 02 12:56:08 PDT 2015,Sat May 02 13:07:25 PDT 2015,2015-05-02 21:07:38 UTC,Peratham Wiriyathammabhum,3,0,0,2,1.5,0,0
3QAVNHZ3ENHOD0P1UR38HIPM05MLAC,AYALPYEQ512PP,3R0WOCG21MMN8DHEXCH99NYRKV6DU1,Wed Apr 29 23:49:53 PDT 2015,Wed Apr 29 23:55:59 PDT 2015,2015-04-30 07:57:36 UTC,JingJing Wang,1,0,0,4,0.25,0,0
3EFE17QCRDIQR0S5K6A1AQQL6Y0HSM,AYALPYEQ512PP,35A1YQPVFETNV97LOPACS8MODJL5ID,Sat May 02 13:21:52 PDT 2015,Sat May 02 13:25:52 PDT 2015,2015-05-02 21:27:38 UTC,Adil Yalcin,3,0,0,5,0.6,0,0
35LDD5557BHEVVG86UHCB9776NPKME,ASKDA7P5TIOVT,32K26U12DN1NLS6E22RE590AY2FDVQ,Thu Apr 30 09:25:54 PDT 2015,Thu Apr 30 09:27:14 PDT 2015,2015-04-30 17:27:36 UTC,Jiaqi Gu,5,1,0,1,5,1,1
3LEIZ60CDKCUD6W0HMGHT2P09VLZ91,AYALPYEQ512PP,3KL228NDMVZCH1MT5OEF9LSQVWOGKH,Tue Apr 28 23:54:43 PDT 2015,Tue Apr 28 23:59:55 PDT 2015,2015-04-29 08:02:38 UTC,Semih Salihoglu,16,0,2,5,3.2,0.4,0
33ISQZVXPQZJ3BST1S60KUPN6Z0CCW,A8L450UGY77XB,3GL25Y68437ITBHMFARZCKKPNREXMU,Wed Apr 29 14:05:02 PDT 2015,Wed Apr 29 14:08:30 PDT 2015,2015-04-29 22:12:37 UTC,Mohan Yang,11,2,1,3,3.666666667,1,0.666666667
3JNQLM5FT5ZZ8XUXHCATB06OOFSL2Z,AYALPYEQ512PP,35O6H0UNLSTJQKRR67VC491OQYA5JP,Tue Apr 28 17:45:51 PDT 2015,Tue Apr 28 17:47:22 PDT 2015,2015-04-29 01:47:38 UTC,Alex Beutel,18,0,0,4,4.5,0,0
3Q5C1WP23NEEHN9G6LU8PS0MBOY155,AYALPYEQ512PP,3L7SUC0TTU7AWLBBCY2S36XEDKU0M3,Fri May 01 15:10:36 PDT 2015,Fri May 01 15:17:47 PDT 2015,2015-05-01 23:22:39 UTC,Nick Gramsky,4,0,0,4,1,0,0
3MX2NQ3YCA7M7OU9DEFFK14NG2EX5S,ASKDA7P5TIOVT,3BFNCI9LYK3NSA3LRFIMMMYVL7J37Q,Thu Apr 30 21:25:33 PDT 2015,Thu Apr 30 21:25:58 PDT 2015,2015-05-01 05:27:36 UTC,Sam Zhao,0,0,0,1,0,0,0
3PMBY0YE28GH5DLQP8W9I4OF1HAC9Z,AYALPYEQ512PP,3MQKOF1EE2100H6JSCWARBJO5BHDW0,Fri May 01 16:23:40 PDT 2015,Fri May 01 16:28:46 PDT 2015,2015-05-02 00:32:39 UTC,Jinseong Jeon,10,0,0,4,2.5,0,0
3SKEMFQBZ4IZA6E4CT7T6R6CMJC8KS,AYALPYEQ512PP,3W0KKJIARRMXOMGBMQ2RH8BS7DB8KT,Fri May 01 04:42:44 PDT 2015,Fri May 01 04:46:35 PDT 2015,2015-05-01 12:47:37 UTC,Florin Chelaru,2,0,0,2,1,0,0
3DI28L7YXBRED629HMNBTM6ZOG7E1R,AYALPYEQ512PP,3SSN80MU8C1N3NHJUYEJX7SLYMJXKP,Fri May 01 02:55:43 PDT 2015,Fri May 01 03:05:50 PDT 2015,2015-05-01 11:07:37 UTC,Benjamin Bengfort,7,0,0,4,1.75,0,0
3DR23U6WE6RFMQEIJ57LZSPUFWLETG,AYALPYEQ512PP,3GVPRXWRPH72IDL4CIP9QS0K4PFI74,Wed Apr 29 02:48:47 PDT 2015,Wed Apr 29 02:55:57 PDT 2015,2015-04-29 10:57:37 UTC,Sanjay Krishnan,10,2,0,2,5,1,1
3NL0RFNU0G0YR5R20QHGPFQ7KYGK4Z,AYALPYEQ512PP,3BCRDCM0OD7AK8XNTB5TXUF11IKK6I,Fri May 01 22:46:15 PDT 2015,Fri May 01 22:48:40 PDT 2015,2015-05-02 06:52:36 UTC,Kaustav Nandy,3,0,0,1,3,0,0
3AQF3RZ559V1Q632I3JY60IG8S36F0,AYALPYEQ512PP,35XW21VSVGRQRCD2LOKXDZO887MSLF,Fri May 01 03:41:14 PDT 2015,Fri May 01 03:43:37 PDT 2015,2015-05-01 11:47:37 UTC,Joshua Bradley,3,0,0,2,1.5,0,0
3HYA4D452SWD85K1V17VGN14SO3F2W,AYALPYEQ512PP,3DW3BNF1GHVB4XANLUGYJHM9NBHV81,Fri May 01 22:33:22 PDT 2015,Fri May 01 22:39:55 PDT 2015,2015-05-02 06:42:36 UTC,Varun Nagaraja,3,0,0,1,3,0,0
32ZKVD547G0CG644UZZ4G7FBJ3K3BK,AV3CA0IYNRCCJ,3Z33IC0JC0ZBI2TXQMMCJDHK7HZV9Q,Fri May 01 09:01:00 PDT 2015,Fri May 01 09:08:53 PDT 2015,2015-05-01 17:12:37 UTC,Peter Bailis,10,3,3,5,2,1.2,0.6
3QFUFYSY9ZSNBJZOZFQJ92Y2C0LF4A,AV3CA0IYNRCCJ,32XN26MTXZWQQ3TQCM1D3TIPDF40L1,Thu Apr 30 08:40:41 PDT 2015,Thu Apr 30 08:46:36 PDT 2015,2015-04-30 16:47:38 UTC,Mike Anderson,7,0,1,3,2.333333333,0.333333333,0
345LHZDEDY5RC5DAUQGZLX7Z7L13U4,AYALPYEQ512PP,3O71U79SRB2AXUVNL0LCDC3X8CCSMH,Wed Apr 29 01:57:14 PDT 2015,Wed Apr 29 02:04:12 PDT 2015,2015-04-29 10:07:37 UTC,Peter Alvaro,15,2,1,6,2.5,0.5,0.333333333
3OVR4I9USQWK28PXDV1DL12GI0I4QC,AYALPYEQ512PP,3OCZWXS7ZOKPLAFR9S7PKOEGUNF5LR,Wed Apr 29 13:14:39 PDT 2015,Wed Apr 29 13:19:17 PDT 2015,2015-04-29 21:22:37 UTC,Wenlei Xie,10,0,1,3,3.333333333,0.333333333,0
358UUM7WR0GHXWMGS8OKT3WV6QNR72,A8L450UGY77XB,3QQUBC64ZEROBT2MRB6ZPZ9PSHOXNU,Thu Apr 30 09:24:02 PDT 2015,Thu Apr 30 09:28:19 PDT 2015,2015-04-30 17:32:37 UTC,Ioannis Paparrizos,8,0,0,2,4,0,0
3WAKVUDHUXT9DOEXW2JPYEJFCNH7U7,AYALPYEQ512PP,3S829FDFT2EFPHB92HSWTUXVEDNDXT,Tue Apr 28 22:17:52 PDT 2015,Tue Apr 28 22:27:17 PDT 2015,2015-04-29 06:27:41 UTC,Himabindu Lakkaraju,12,0,0,3,4,0,0
3JV9LGBJWURXTC51TJBA5L4JT4JGOD,AYALPYEQ512PP,3D1UCPY6GGMRSO841KAS0MUQWRP38D,Wed Apr 29 03:28:42 PDT 2015,Wed Apr 29 03:32:20 PDT 2015,2015-04-29 11:32:39 UTC,Liwen Sun,7,1,3,2,3.5,2,0.5
39LOEL67OTITE86XRNFUP5PABYL389,AYALPYEQ512PP,31JUPBOORNH88SYT7QESW8O7WDG8LW,Fri May 01 19:03:51 PDT 2015,Fri May 01 19:08:42 PDT 2015,2015-05-02 03:12:37 UTC,Vahid Liaghat,13,0,0,4,3.25,0,0
3N1FSUEFL6DQDZLS89VTL2VH0O6D40,ASKDA7P5TIOVT,3IV1AEQ4DRQ2D2AT452FGTBFSOB8JU,Thu Apr 30 20:20:43 PDT 2015,Thu Apr 30 20:21:47 PDT 2015,2015-05-01 04:22:36 UTC,Risa Myers,10,0,0,3,3.333333333,0,0
37UEWGM5HUL3MA7E3S7BST5I22JR1W,AYALPYEQ512PP,30EMX9PEVKWF76VK0O8WYZBTJ7HSKC,Wed Apr 29 02:40:35 PDT 2015,Wed Apr 29 02:48:02 PDT 2015,2015-04-29 10:52:37 UTC,Daniel Haas,3,0,0,1,3,0,0
